sample_id,repeat,fold,split_name,is_train
2,1,1,random_5x5_smoke,True
3,1,1,random_5x5_smoke,True
4,1,1,random_5x5_smoke,True
6,1,1,random_5x5_smoke,True
9,1,1,random_5x5_smoke,True
0,1,1,random_5x5_smoke,False
1,1,1,random_5x5_smoke,False
5,1,1,random_5x5_smoke,False
7,1,1,random_5x5_smoke,False
8,1,1,random_5x5_smoke,False
0,1,2,random_5x5_smoke,True
1,1,2,random_5x5_smoke,True
5,1,2,random_5x5_smoke,True
7,1,2,random_5x5_smoke,True
8,1,2,random_5x5_smoke,True
2,1,2,random_5x5_smoke,False
3,1,2,random_5x5_smoke,False
4,1,2,random_5x5_smoke,False
6,1,2,random_5x5_smoke,False
9,1,2,random_5x5_smoke,False
