sample_id,repeat,fold,split_name,is_train
0,1,1,random_5x5_smoke,True
2,1,1,random_5x5_smoke,True
3,1,1,random_5x5_smoke,True
4,1,1,random_5x5_smoke,True
5,1,1,random_5x5_smoke,True
6,1,1,random_5x5_smoke,True
7,1,1,random_5x5_smoke,True
9,1,1,random_5x5_smoke,True
1,1,1,random_5x5_smoke,False
8,1,1,random_5x5_smoke,False
1,1,2,random_5x5_smoke,True
2,1,2,random_5x5_smoke,True
3,1,2,random_5x5_smoke,True
4,1,2,random_5x5_smoke,True
6,1,2,random_5x5_smoke,True
7,1,2,random_5x5_smoke,True
8,1,2,random_5x5_smoke,True
9,1,2,random_5x5_smoke,True
0,1,2,random_5x5_smoke,False
5,1,2,random_5x5_smoke,False
0,1,3,random_5x5_smoke,True
1,1,3,random_5x5_smoke,True
3,1,3,random_5x5_smoke,True
4,1,3,random_5x5_smoke,True
5,1,3,random_5x5_smoke,True
6,1,3,random_5x5_smoke,True
8,1,3,random_5x5_smoke,True
9,1,3,random_5x5_smoke,True
2,1,3,random_5x5_smoke,False
7,1,3,random_5x5_smoke,False
0,1,4,random_5x5_smoke,True
1,1,4,random_5x5_smoke,True
2,1,4,random_5x5_smoke,True
3,1,4,random_5x5_smoke,True
5,1,4,random_5x5_smoke,True
6,1,4,random_5x5_smoke,True
7,1,4,random_5x5_smoke,True
8,1,4,random_5x5_smoke,True
4,1,4,random_5x5_smoke,False
9,1,4,random_5x5_smoke,False
0,1,5,random_5x5_smoke,True
1,1,5,random_5x5_smoke,True
2,1,5,random_5x5_smoke,True
4,1,5,random_5x5_smoke,True
5,1,5,random_5x5_smoke,True
7,1,5,random_5x5_smoke,True
8,1,5,random_5x5_smoke,True
9,1,5,random_5x5_smoke,True
3,1,5,random_5x5_smoke,False
6,1,5,random_5x5_smoke,False
0,2,1,random_5x5_smoke,True
1,2,1,random_5x5_smoke,True
2,2,1,random_5x5_smoke,True
4,2,1,random_5x5_smoke,True
5,2,1,random_5x5_smoke,True
6,2,1,random_5x5_smoke,True
7,2,1,random_5x5_smoke,True
8,2,1,random_5x5_smoke,True
3,2,1,random_5x5_smoke,False
9,2,1,random_5x5_smoke,False
0,2,2,random_5x5_smoke,True
1,2,2,random_5x5_smoke,True
2,2,2,random_5x5_smoke,True
3,2,2,random_5x5_smoke,True
4,2,2,random_5x5_smoke,True
5,2,2,random_5x5_smoke,True
7,2,2,random_5x5_smoke,True
9,2,2,random_5x5_smoke,True
6,2,2,random_5x5_smoke,False
8,2,2,random_5x5_smoke,False
0,2,3,random_5x5_smoke,True
1,2,3,random_5x5_smoke,True
3,2,3,random_5x5_smoke,True
4,2,3,random_5x5_smoke,True
6,2,3,random_5x5_smoke,True
7,2,3,random_5x5_smoke,True
8,2,3,random_5x5_smoke,True
9,2,3,random_5x5_smoke,True
2,2,3,random_5x5_smoke,False
5,2,3,random_5x5_smoke,False
0,2,4,random_5x5_smoke,True
2,2,4,random_5x5_smoke,True
3,2,4,random_5x5_smoke,True
4,2,4,random_5x5_smoke,True
5,2,4,random_5x5_smoke,True
6,2,4,random_5x5_smoke,True
8,2,4,random_5x5_smoke,True
9,2,4,random_5x5_smoke,True
1,2,4,random_5x5_smoke,False
7,2,4,random_5x5_smoke,False
1,2,5,random_5x5_smoke,True
2,2,5,random_5x5_smoke,True
3,2,5,random_5x5_smoke,True
5,2,5,random_5x5_smoke,True
6,2,5,random_5x5_smoke,True
7,2,5,random_5x5_smoke,True
8,2,5,random_5x5_smoke,True
9,2,5,random_5x5_smoke,True
0,2,5,random_5x5_smoke,False
4,2,5,random_5x5_smoke,False
0,3,1,random_5x5_smoke,True
1,3,1,random_5x5_smoke,True
3,3,1,random_5x5_smoke,True
4,3,1,random_5x5_smoke,True
5,3,1,random_5x5_smoke,True
6,3,1,random_5x5_smoke,True
8,3,1,random_5x5_smoke,True
9,3,1,random_5x5_smoke,True
2,3,1,random_5x5_smoke,False
7,3,1,random_5x5_smoke,False
1,3,2,random_5x5_smoke,True
2,3,2,random_5x5_smoke,True
3,3,2,random_5x5_smoke,True
4,3,2,random_5x5_smoke,True
5,3,2,random_5x5_smoke,True
6,3,2,random_5x5_smoke,True
7,3,2,random_5x5_smoke,True
8,3,2,random_5x5_smoke,True
0,3,2,random_5x5_smoke,False
9,3,2,random_5x5_smoke,False
0,3,3,random_5x5_smoke,True
1,3,3,random_5x5_smoke,True
2,3,3,random_5x5_smoke,True
3,3,3,random_5x5_smoke,True
4,3,3,random_5x5_smoke,True
5,3,3,random_5x5_smoke,True
7,3,3,random_5x5_smoke,True
9,3,3,random_5x5_smoke,True
6,3,3,random_5x5_smoke,False
8,3,3,random_5x5_smoke,False
0,3,4,random_5x5_smoke,True
2,3,4,random_5x5_smoke,True
3,3,4,random_5x5_smoke,True
4,3,4,random_5x5_smoke,True
6,3,4,random_5x5_smoke,True
7,3,4,random_5x5_smoke,True
8,3,4,random_5x5_smoke,True
9,3,4,random_5x5_smoke,True
1,3,4,random_5x5_smoke,False
5,3,4,random_5x5_smoke,False
0,3,5,random_5x5_smoke,True
1,3,5,random_5x5_smoke,True
2,3,5,random_5x5_smoke,True
5,3,5,random_5x5_smoke,True
6,3,5,random_5x5_smoke,True
7,3,5,random_5x5_smoke,True
8,3,5,random_5x5_smoke,True
9,3,5,random_5x5_smoke,True
3,3,5,random_5x5_smoke,False
4,3,5,random_5x5_smoke,False
0,4,1,random_5x5_smoke,True
1,4,1,random_5x5_smoke,True
3,4,1,random_5x5_smoke,True
5,4,1,random_5x5_smoke,True
6,4,1,random_5x5_smoke,True
7,4,1,random_5x5_smoke,True
8,4,1,random_5x5_smoke,True
9,4,1,random_5x5_smoke,True
2,4,1,random_5x5_smoke,False
4,4,1,random_5x5_smoke,False
0,4,2,random_5x5_smoke,True
2,4,2,random_5x5_smoke,True
3,4,2,random_5x5_smoke,True
4,4,2,random_5x5_smoke,True
5,4,2,random_5x5_smoke,True
6,4,2,random_5x5_smoke,True
7,4,2,random_5x5_smoke,True
9,4,2,random_5x5_smoke,True
1,4,2,random_5x5_smoke,False
8,4,2,random_5x5_smoke,False
0,4,3,random_5x5_smoke,True
1,4,3,random_5x5_smoke,True
2,4,3,random_5x5_smoke,True
3,4,3,random_5x5_smoke,True
4,4,3,random_5x5_smoke,True
5,4,3,random_5x5_smoke,True
7,4,3,random_5x5_smoke,True
8,4,3,random_5x5_smoke,True
6,4,3,random_5x5_smoke,False
9,4,3,random_5x5_smoke,False
0,4,4,random_5x5_smoke,True
1,4,4,random_5x5_smoke,True
2,4,4,random_5x5_smoke,True
3,4,4,random_5x5_smoke,True
4,4,4,random_5x5_smoke,True
6,4,4,random_5x5_smoke,True
8,4,4,random_5x5_smoke,True
9,4,4,random_5x5_smoke,True
5,4,4,random_5x5_smoke,False
7,4,4,random_5x5_smoke,False
1,4,5,random_5x5_smoke,True
2,4,5,random_5x5_smoke,True
4,4,5,random_5x5_smoke,True
5,4,5,random_5x5_smoke,True
6,4,5,random_5x5_smoke,True
7,4,5,random_5x5_smoke,True
8,4,5,random_5x5_smoke,True
9,4,5,random_5x5_smoke,True
0,4,5,random_5x5_smoke,False
3,4,5,random_5x5_smoke,False
1,5,1,random_5x5_smoke,True
2,5,1,random_5x5_smoke,True
3,5,1,random_5x5_smoke,True
4,5,1,random_5x5_smoke,True
5,5,1,random_5x5_smoke,True
6,5,1,random_5x5_smoke,True
8,5,1,random_5x5_smoke,True
9,5,1,random_5x5_smoke,True
0,5,1,random_5x5_smoke,False
7,5,1,random_5x5_smoke,False
0,5,2,random_5x5_smoke,True
2,5,2,random_5x5_smoke,True
3,5,2,random_5x5_smoke,True
4,5,2,random_5x5_smoke,True
5,5,2,random_5x5_smoke,True
6,5,2,random_5x5_smoke,True
7,5,2,random_5x5_smoke,True
8,5,2,random_5x5_smoke,True
1,5,2,random_5x5_smoke,False
9,5,2,random_5x5_smoke,False
0,5,3,random_5x5_smoke,True
1,5,3,random_5x5_smoke,True
2,5,3,random_5x5_smoke,True
4,5,3,random_5x5_smoke,True
5,5,3,random_5x5_smoke,True
7,5,3,random_5x5_smoke,True
8,5,3,random_5x5_smoke,True
9,5,3,random_5x5_smoke,True
3,5,3,random_5x5_smoke,False
6,5,3,random_5x5_smoke,False
0,5,4,random_5x5_smoke,True
1,5,4,random_5x5_smoke,True
3,5,4,random_5x5_smoke,True
5,5,4,random_5x5_smoke,True
6,5,4,random_5x5_smoke,True
7,5,4,random_5x5_smoke,True
8,5,4,random_5x5_smoke,True
9,5,4,random_5x5_smoke,True
2,5,4,random_5x5_smoke,False
4,5,4,random_5x5_smoke,False
0,5,5,random_5x5_smoke,True
1,5,5,random_5x5_smoke,True
2,5,5,random_5x5_smoke,True
3,5,5,random_5x5_smoke,True
4,5,5,random_5x5_smoke,True
6,5,5,random_5x5_smoke,True
7,5,5,random_5x5_smoke,True
9,5,5,random_5x5_smoke,True
5,5,5,random_5x5_smoke,False
8,5,5,random_5x5_smoke,False
