Num,Products_Num,A_Pro/IS,Output,Bromide,Bromide_Num,Amine,Amine_Num,Product
2,1909-25-01-W2,1.454462561,0.0909039100625,OC1=CC=CC=C1Br,B02,NC1=CC=CC=C1C,A01,Oc1c(Nc2c(C)cccc2)cccc1
7,1909-25-01-W7,7.766376974,0.485398560875,COC1=CC(Br)=CC=C1,B07,NC1=CC=CC=C1C,A01,O(C)c1cc(Nc2c(C)cccc2)ccc1
10,1909-25-01-W10,1.237694962,0.077355935125,OC1=CC=CC=C1Br,B02,NC1=CC=CC(C)=C1,A02,Oc1c(Nc2cc(C)ccc2)cccc1
15,1909-25-01-W15,4.608131366,0.288008210375,COC1=CC(Br)=CC=C1,B07,NC1=CC=CC(C)=C1,A02,O(C)c1cc(Nc2cc(C)ccc2)ccc1
16,1909-25-01-W16,3.617923498,0.226120218625,OCC1=CC=CC(Br)=C1,B08,NC1=CC=CC(C)=C1,A02,OCc1cc(Nc2cc(C)ccc2)ccc1
20,1909-25-01-W20,1.383989278,0.086499329875,N#CC1=CC=C(Br)C=C1,B04,NC1=CC=C(C)C=C1,A03,N#Cc1ccc(Nc2ccc(C)cc2)cc1
21,1909-25-01-W21,5.387971185,0.3367481990625,FC1=CC(Br)=CC=C1,B05,NC1=CC=C(C)C=C1,A03,Fc1cc(Nc2ccc(C)cc2)ccc1
24,1909-25-01-W24,3.442120546,0.215132534125,OCC1=CC=CC(Br)=C1,B08,NC1=CC=C(C)C=C1,A03,OCc1cc(Nc2ccc(C)cc2)ccc1
27,1909-25-01-W27,0.17219765,0.0107623531250001,FC1=CC=CC=C1Br,B03,OC1=CC=CC=C1N,A04,Fc1c(Nc2c(O)cccc2)cccc1
36,1909-25-01-W36,1.512254221,0.0945158888125,N#CC1=CC=C(Br)C=C1,B04,NC1=CC=CC=C1F,A05,Fc1c(Nc2ccc(C#N)cc2)cccc1
39,1909-25-01-W39,6.924570563,0.4327856601875,COC1=CC(Br)=CC=C1,B07,NC1=CC=CC=C1F,A05,Fc1c(Nc2cc(OC)ccc2)cccc1
43,1909-25-01-W43,5.128177154,0.320511072125,FC1=CC=CC=C1Br,B03,FC1=CC(N)=CC=C1,A06,Fc1c(Nc2cc(F)ccc2)cccc1
45,1909-25-01-W45,3.542675029,0.2214171893125,FC1=CC(Br)=CC=C1,B05,FC1=CC(N)=CC=C1,A06,Fc1cc(Nc2cc(F)ccc2)ccc1
48,1909-25-01-W48,3.05844736,0.19115296,OCC1=CC=CC(Br)=C1,B08,FC1=CC(N)=CC=C1,A06,Fc1cc(Nc2cc(CO)ccc2)ccc1
49,1909-25-01-W49,4.761529669,0.2975956043125,CC1=CC=C(Br)C=C1,B01,NC1=CC=C(F)C=C1,A07,Fc1ccc(Nc2ccc(C)cc2)cc1
54,1909-25-01-W54,3.966720374,0.247920023375,CC1=CC=C(Br)C=C1C,B06,NC1=CC=C(F)C=C1,A07,Fc1ccc(Nc2cc(C)c(C)cc2)cc1
56,1909-25-01-W56,3.788622493,0.2367889058125,OCC1=CC=CC(Br)=C1,B08,NC1=CC=C(F)C=C1,A07,Fc1ccc(Nc2cc(CO)ccc2)cc1
57,1909-25-01-W57,0.531920711,0.0332450444375001,CC1=CC=C(Br)C=C1,B01,NC1=CC=CC=C1C#C,A08,N(c1c(C#C)cccc1)c1ccc(C)cc1
61,1909-25-01-W61,1.697992403,0.1061245251875,FC1=CC(Br)=CC=C1,B05,NC1=CC=CC=C1C#C,A08,Fc1cc(Nc2c(C#C)cccc2)ccc1
67,1909-25-01-W67,0.998976275,0.0624360171875001,FC1=CC=CC=C1Br,B03,C#CC1=CC=CC(N)=C1,A09,Fc1c(Nc2cc(C#C)ccc2)cccc1
96,1909-25-01-W96,4.475064856,0.2796915535,OCC1=CC=CC(Br)=C1,B08,NC1=CC=C(OC)C=C1,A12,O(C)c1ccc(Nc2cc(CO)ccc2)cc1
103,1909-25-01-W103,4.733383087,0.2958364429375,COC1=CC(Br)=CC=C1,B07,NC1=CC=CC=C1OC,A13,O(C)c1c(Nc2cc(OC)ccc2)cccc1
116,1909-25-01-W116,4.80537285,0.300335803125,N#CC1=CC=C(Br)C=C1,B04,NC1=CC(C(C)=O)=CC=C1,A15,O=C(C)c1cc(Nc2ccc(C#N)cc2)ccc1
120,1909-25-01-W120,10.50805127,0.656753204375,OCC1=CC=CC(Br)=C1,B08,NC1=CC(C(C)=O)=CC=C1,A15,O=C(C)c1cc(Nc2cc(CO)ccc2)ccc1
123,1909-25-01-W123,5.483992042,0.342749502625,FC1=CC=CC=C1Br,B03,CC(C1=CC=CC=C1N)=O,A16,Fc1c(Nc2c(C(=O)C)cccc2)cccc1
125,1909-25-01-W125,6.0367792,0.3772987,FC1=CC(Br)=CC=C1,B05,CC(C1=CC=CC=C1N)=O,A16,Fc1cc(Nc2c(C(=O)C)cccc2)ccc1
127,1909-25-01-W127,6.18937881,0.386836175625,COC1=CC(Br)=CC=C1,B07,CC(C1=CC=CC=C1N)=O,A16,O=C(C)c1c(Nc2cc(OC)ccc2)cccc1
129,1909-25-01-W129,5.676529412,0.35478308825,CC1=CC=C(Br)C=C1,B01,CC(C1=CC=C(N)C=C1)=O,A17,O=C(C)c1ccc(Nc2ccc(C)cc2)cc1
132,1909-25-01-W132,5.539092114,0.346193257125,N#CC1=CC=C(Br)C=C1,B04,CC(C1=CC=C(N)C=C1)=O,A17,O=C(C)c1ccc(Nc2ccc(C#N)cc2)cc1
136,1909-25-01-W136,5.158304157,0.3223940098125,OCC1=CC=CC(Br)=C1,B08,CC(C1=CC=C(N)C=C1)=O,A17,O=C(C)c1ccc(Nc2cc(CO)ccc2)cc1
143,1909-25-01-W143,10.48015379,0.655009611874999,COC1=CC(Br)=CC=C1,B07,NC1=CC=C([N+]([O-])=O)C=C1,A18,O=[N+]([O-])c1ccc(Nc2cc(OC)ccc2)cc1
144,1909-25-01-W144,7.282507146,0.455156696625,OCC1=CC=CC(Br)=C1,B08,NC1=CC=C([N+]([O-])=O)C=C1,A18,O=[N+]([O-])c1ccc(Nc2cc(CO)ccc2)cc1
145,1909-25-01-W145,10.08786966,0.630491853749999,CC1=CC=C(Br)C=C1,B01,N#CC1=CC=CC(OC)=C1N,A19,O(C)c1c(Nc2ccc(C)cc2)c(C#N)ccc1
151,1909-25-01-W151,6.176025392,0.386001587,COC1=CC(Br)=CC=C1,B07,N#CC1=CC=CC(OC)=C1N,A19,O(C)c1c(Nc2cc(OC)ccc2)c(C#N)ccc1
157,1909-25-01-W157,4.361077851,0.2725673656875,FC1=CC(Br)=CC=C1,B05,NC1=CC=C(C(C)(C)C)C=C1,A20,Fc1cc(Nc2ccc(C(C)(C)C)cc2)ccc1
160,1909-25-01-W160,3.726045963,0.2328778726875,OCC1=CC=CC(Br)=C1,B08,NC1=CC=C(C(C)(C)C)C=C1,A20,OCc1cc(Nc2ccc(C(C)(C)C)cc2)ccc1
162,1909-25-01-W162,0.050116254,0.00313226587500012,OC1=CC=CC=C1Br,B02,NC1=CC=CC=C1C(F)(F)F,A21,FC(F)(F)c1c(Nc2c(O)cccc2)cccc1
173,1909-25-01-W173,2.251819247,0.1407387029375,FC1=CC(Br)=CC=C1,B05,FC(F)(F)C1=CC=C(N)C=C1,A22,FC(F)(F)c1ccc(Nc2cc(F)ccc2)cc1
182,1909-25-01-W182,10.31464267,0.644665166874999,CC1=CC=C(Br)C=C1C,B06,O=C(O)C1=CC=C(OC)C(N)=C1,A23,O=C(O)c1cc(Nc2cc(C)c(C)cc2)c(OC)cc1
187,1909-25-01-W187,8.405436342,0.525339771375,FC1=CC=CC=C1Br,B03,O=C(O)C1=CC=C([N+]([O-])=O)C(N)=C1,A24,Fc1c(Nc2c([N+](=O)[O-])ccc(C(=O)O)c2)cccc1
188,1909-25-01-W188,6.642938465,0.4151836540625,N#CC1=CC=C(Br)C=C1,B04,O=C(O)C1=CC=C([N+]([O-])=O)C(N)=C1,A24,O=[N+]([O-])c1c(Nc2ccc(C#N)cc2)cc(C(=O)O)cc1
193,1909-25-01-W193,4.129060271,0.2580662669375,FC1=CC=C(Br)C(F)=C1,B09,NC1=CC=CC=C1C,A01,Fc1c(Nc2c(C)cccc2)ccc(F)c1
196,1909-25-01-W196,1.304630856,0.0815394285,CN(C)C1=CC=CC=C1Br,B12,NC1=CC=CC=C1C,A01,N(C)(C)c1c(Nc2c(C)cccc2)cccc1
201,1909-25-01-W201,4.781828827,0.2988643016875,FC1=CC=C(Br)C(F)=C1,B09,NC1=CC=CC(C)=C1,A02,Fc1c(Nc2cc(C)ccc2)ccc(F)c1
203,1909-25-01-W203,5.200488486,0.325030530375,CC(C1=CC=C(Br)C=C1)C,B11,NC1=CC=CC(C)=C1,A02,N(c1cc(C)ccc1)c1ccc(C(C)C)cc1
204,1909-25-01-W204,1.709452785,0.1068407990625,CN(C)C1=CC=CC=C1Br,B12,NC1=CC=CC(C)=C1,A02,N(C)(C)c1c(Nc2cc(C)ccc2)cccc1
