Num,Products_Num,A_Pro/IS,Output,Bromide,Bromide_Num,Amine,Amine_Num,Product
4,1909-25-01-W4,1.527780721,0.0954862950625001,N#CC1=CC=C(Br)C=C1,B04,NC1=CC=CC=C1C,A01,N#Cc1ccc(Nc2c(C)cccc2)cc1
7,1909-25-01-W7,7.766376974,0.485398560875,COC1=CC(Br)=CC=C1,B07,NC1=CC=CC=C1C,A01,O(C)c1cc(Nc2c(C)cccc2)ccc1
15,1909-25-01-W15,4.608131366,0.288008210375,COC1=CC(Br)=CC=C1,B07,NC1=CC=CC(C)=C1,A02,O(C)c1cc(Nc2cc(C)ccc2)ccc1
19,1909-25-01-W19,5.688194062,0.355512128875,FC1=CC=CC=C1Br,B03,NC1=CC=C(C)C=C1,A03,Fc1c(Nc2ccc(C)cc2)cccc1
27,1909-25-01-W27,0.17219765,0.0107623531250001,FC1=CC=CC=C1Br,B03,OC1=CC=CC=C1N,A04,Fc1c(Nc2c(O)cccc2)cccc1
33,1909-25-01-W33,5.579657194,0.348728574625,CC1=CC=C(Br)C=C1,B01,NC1=CC=CC=C1F,A05,Fc1c(Nc2ccc(C)cc2)cccc1
39,1909-25-01-W39,6.924570563,0.4327856601875,COC1=CC(Br)=CC=C1,B07,NC1=CC=CC=C1F,A05,Fc1c(Nc2cc(OC)ccc2)cccc1
47,1909-25-01-W47,10.1281516587678,0.633009478672988,COC1=CC(Br)=CC=C1,B07,FC1=CC(N)=CC=C1,A06,Fc1cc(Nc2cc(OC)ccc2)ccc1
48,1909-25-01-W48,3.05844736,0.19115296,OCC1=CC=CC(Br)=C1,B08,FC1=CC(N)=CC=C1,A06,Fc1cc(Nc2cc(CO)ccc2)ccc1
49,1909-25-01-W49,4.761529669,0.2975956043125,CC1=CC=C(Br)C=C1,B01,NC1=CC=C(F)C=C1,A07,Fc1ccc(Nc2ccc(C)cc2)cc1
55,1909-25-01-W55,5.318136484,0.33238353025,COC1=CC(Br)=CC=C1,B07,NC1=CC=C(F)C=C1,A07,Fc1ccc(Nc2cc(OC)ccc2)cc1
74,1909-25-01-W74,0.594437282,0.0371523301250001,OC1=CC=CC=C1Br,B02,N#Cc1ccc(N)cc1,A10,Oc1c(Nc2ccc(C#N)cc2)cccc1
79,1909-25-01-W79,2.07534837834505,0.129709273646566,COC1=CC(Br)=CC=C1,B07,N#Cc1ccc(N)cc1,A10,O(C)c1cc(Nc2ccc(C#N)cc2)ccc1
80,1909-25-01-W80,1.220776375,0.0762985234375002,OCC1=CC=CC(Br)=C1,B08,N#Cc1ccc(N)cc1,A10,OCc1cc(Nc2ccc(C#N)cc2)ccc1
85,1909-25-01-W85,1.460841271,0.0913025794375001,FC1=CC(Br)=CC=C1,B05,NC1=C(C)C=CC=C1C,A11,Fc1cc(Nc2c(C)cccc2C)ccc1
86,1909-25-01-W86,0.847215711,0.0529509819375001,CC1=CC=C(Br)C=C1C,B06,NC1=C(C)C=CC=C1C,A11,N(c1c(C)cccc1C)c1cc(C)c(C)cc1
